5.7, 1.6
5.7, 0.0
5.7, -2.5
5.7, -6.0
4.0, 1.6
4.0, 0.0
4.0, -2.5 
4.0, -6.0
2.45, 2.1
2.45, -6.2
1.6, 2.1
1.6, -6.2
0.0, 1.6
0.0, -0.7
0.0, -3.0
0.0, -6.0
-1.8, 1.6
-1.8, -0.7
-1.8, -3.0
-1.8, -6.0
